form,doc,before,keyword,after,anchor
"infiniti""from the future (tenses) of the infinite (mood). an emendation of ""infiniti"" to ""infinitis"" (modifyring ""futuris"") might be possible, but is not necessary, if one interprets ""infiniti"" as genitive.",casanatensis,hæc au¯autem nomina ueniunt a futuris,"infiniti""From the future (tenses) of the infinite (mood). An emendation of ""infiniti"" to ""infinitis"" (modifyring ""futuris"") might be possible, but is not necessary, if one interprets ""infiniti"" as genitive.",mutata tum in men ut p¯prenotu2um,w6099
mutata,casanatensis,"au¯autem nomina ueniunt a futuris infiniti""From the future (tenses) of the infinite (mood). An emendation of ""infiniti"" to ""infinitis"" (modifyring ""futuris"") might be possible, but is not necessary, if one interprets ""infiniti"" as genitive.",mutata,tum in men ut p¯prenotu2um ire,w6102
mutata,casanatensis,gentilia apud grecos in tes desinentia,mutata,es in a et accepta nus,w18618
mutata,casanatensis,consulis consularis ul¯uel ipsa pura uocali,mutata,in a longu2um et assumit ris,w38133
mutata,casanatensis,a nominibus primæ ul¯uel secundæ decl¯clinationis,mutata,extrema syll¯yllaba nominatiui singularis ul¯uel pluralis,w38238
mutata,casanatensis,bris salus salubris ul¯uel a genetiuo,mutata,extrema eius parte in e et,w38415
mutata,casanatensis,pater patris patri patruus þperspicio þperspicuus,mutata,extrema littera ul¯uel litteris in u·us,w39207
mutata,casanatensis,incipit ultima ul¯uel penultima syll¯yllaba primitiui,mutata,parte syllabæ ul¯uel syllabaru2um in i,w39552
men,casanatensis,"a futuris infiniti""From the future (tenses) of the infinite (mood). An emendation of ""infiniti"" to ""infinitis"" (modifyring ""futuris"") might be possible, but is not necessary, if one interprets ""infiniti"" as genitive. mutata tum in",men,ut p¯prenotu2um ire p¯prenomen notum ire,w6111
p¯prenotu2um,casanatensis,"infiniti""From the future (tenses) of the infinite (mood). An emendation of ""infiniti"" to ""infinitis"" (modifyring ""futuris"") might be possible, but is not necessary, if one interprets ""infiniti"" as genitive. mutata tum in men ut",p¯prenotu2um,ire p¯prenomen notum ire nomen cognitu2um,w6117
ire,casanatensis,mutata tum in men ut p¯prenotu2um,ire,p¯prenomen notum ire nomen cognitu2um ire,w6120
ire,casanatensis,men ut p¯prenotu2um ire p¯prenomen notum,ire,nomen cognitu2um ire cognomen agnitu2um ire,w6129
ire,casanatensis,ire p¯prenomen notum ire nomen cognitu2um,ire,cognomen agnitu2um ire agnomen inueniuntur in,w6138
ire,casanatensis,ire nomen cognitu2um ire cognomen agnitu2um,ire,agnomen inueniuntur in his multa inuicem,w6147
ire,casanatensis,iustior fuit n¯non omnia nomina posst¯sunt,ire,þper oms¯omnes gradus co2omparationis alia st¯sunt,w24948
ire,casanatensis,uel alia qualibet causa ŋprohibet posse,ire,þper oms¯omnes gradus cu2um aut¯autem positiuo,w25251
notum,casanatensis,in men ut p¯prenotu2um ire p¯prenomen,notum,ire nomen cognitu2um ire cognomen agnitu2um,w6126
cognitu2um,casanatensis,p¯prenotu2um ire p¯prenomen notum ire nomen,cognitu2um,ire cognomen agnitu2um ire agnomen inueniuntur,w6135
agnitu2um,casanatensis,notum ire nomen cognitu2um ire cognomen,agnitu2um,ire agnomen inueniuntur in his multa,w6144
inueniuntur,casanatensis,cognitu2um ire cognomen agnitu2um ire agnomen,inueniuntur,"in his multa inuicem ŋproThis grapheme looks like a ""p"" with both a bottom-left tail (which would make it a ""ŋ"" grapheme, abbreviation for ""pro"") and a horizontal dash crossing the descending trait (which would make it a ""þ"" grapheme, abbreviation for ""per""). Probably the same hand first wrote the abbreviation for ""per"", than changed his mind and added the bottom-left tail that made it an abbreviation for ""pro"". se",w6153
inueniuntur,casanatensis,n interponitur quotiens totiens similiter multotiens,inueniuntur,et aliæ deriuationes ul¯uel compositiones multæ,w10638
inueniuntur,casanatensis,et possessiua loco patronymicoru2um posita usurpata,inueniuntur,ut eade2em terminatione dicatur ostendens alique2em,w12291
inueniuntur,casanatensis,"et paternis et atauisThere is a macron sign over the initial ""a"" (ātauis). If it marked the long quantity of the vowel, it would be inappropriate, as both ""a""s in the word are short (""ătăvus""). The same mark is found in the only other instance of word ""atauis"", encoded with id w13017. patronymica formari",inueniuntur,"ut letoidesThe source (Priscian, Ars grammatica, K 2.63.12-13) has ""Latoides, Λητοῦς, id est Latonae"". Among the manuscript of Priscian, only B and D have ""Latoides"" (probably based on the Doric spelling Λᾱτοΐδας), while all the others have ""Letoides"" (the Aeolian spelling Λητοΐδης). See http://www.unipa.it/paolo.monella/ursus/sigla.pdf for Keil's sigla codicum. letois id est apollo",w12744
inueniuntur,casanatensis,terminantib;bus quoru2um genitiuus in os desinit,inueniuntur,et a habere ante des et,w13500
inueniuntur,casanatensis,"colonis ab acrisioneaKeil (Priscian, Ars grammatica, K 2.68.11, the direct source of this passage) chooses the reading ""ab Acrisione"", but in the apparatus criticus he mentions the reading ""acrisionea"" from codices H (""cod. bibl. gymn. Halberstadiensis, Lutherius Krehlii""), and r (""cod. bibl. imp. Paris. 7496"", second hand). id est danaaKeil (Priscian, Ars grammatica, K 2.68.11, the direct source of this passage) chooses the reading ""Danae"", but in the apparatus criticus he mentions the reading ""danaa"" from codices R (""cod. bibl. imp. Paris. 7496"") and K (""cod. bibl. Caroliruhensis 223""), while codices D (""cod. bibl. publ. Bernensis, olim Bongarsianus"") and H (""cod. bibl. gymn. Halberstadiensis, Lutherius Krehlii"") have a similar reading.",inueniuntur,etia2am multa eiusdem formæ gentilia ut,w14322
inueniuntur,casanatensis,tamen diuersæ significationis nomina in his,inueniuntur,alia ab officiis ut tabellarius mercennarius,w16665
inueniuntur,casanatensis,petrus ex his multa st¯sunt quæ,inueniuntur,"agnomina ut camerinusThere is a macron sign over the ""i"" to mark the vowel's long quantity. alia nomina uel",w17319
inueniuntur,casanatensis,una ulla unu2um ullu2um bonus bellus,inueniuntur,"deriuatiua in tinus penultimaAlphabemes are normally considered neuter in the text. As is it the direct object of ""corripientia"", it could be emended to ""paenultimum"", singular accusative neuter. I am not emending this because it could be considered a plural accusative neuter. corripientia quoru2um",w18849
inueniuntur,casanatensis,extra externus etia2am ab aliis aduerbiis,inueniuntur,r ante nus habentia ut noctu,w19260
inueniuntur,casanatensis,"hab¯abent penultima2am ut regnu2umThere is a macron sign over the ""e"" to mark the vowel's long quantity. pelignus priuignus",inueniuntur,ul¯uel auctoritate ueteru2um ul¯uel euphoniæ quæda2am,w19692
inueniuntur,casanatensis,in is et er terminantiu2um multa,inueniuntur,apud nos possessiuæ significationis ut ciuilis,w19863
inueniuntur,casanatensis,et cio et leus desinentia pauca,inueniuntur,catulus catulaster antonius antoniaster parasitus parasitaster,w30933
inueniuntur,casanatensis,"uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). et participialiu2um et aduerbialiu2um co2ommunes",inueniuntur,nunc de his dicemus þper singula,w31593
inueniuntur,casanatensis,denominatiua ut neglegens neglegentis neglegenti neglegentia,inueniuntur,denominatiua quæ desinunt in monia deriuatiua,w32592
inueniuntur,casanatensis,nihili genitiuu2um est in o pauca,inueniuntur,denominatiua masculina ul¯uel co2ommunia ut a,w33195
inueniuntur,casanatensis,ab epulando epulo epulonis fem¯eminina plurima,inueniuntur,aut in i·o aut in go,w33273
inueniuntur,casanatensis,molimen pauca denominatiua in en masculina,inueniuntur,ut a pectendo pecten pectinis a,w35298
inueniuntur,casanatensis,eoru2um apud antiquos in tis ŋproferri,inueniuntur,ut hic et hæc primatis optimatis,w36525
inueniuntur,casanatensis,terre terrestris in tis denominatiua antiqua,inueniuntur,penultima longa natura ul¯uel positione ut,w38478
inueniuntur,casanatensis,parco parcus luceo lucus ł pauca,inueniuntur,a nominib;bus ul¯uel uerbis in ucus,w39453
inueniuntur,casanatensis,arceo arx in duas c¯consonantes participialia,inueniuntur,cu2um sine te2empore st¯sunt ut sapiens,w41715
inueniuntur,casanatensis,sine te2empore st¯sunt ut sapiens amans,inueniuntur,et denominatiua ut princeps municipiu2um principiu2um,w41739
inuicem,casanatensis,ire agnomen inueniuntur in his multa,inuicem,"ŋproThis grapheme looks like a ""p"" with both a bottom-left tail (which would make it a ""ŋ"" grapheme, abbreviation for ""pro"") and a horizontal dash crossing the descending trait (which would make it a ""þ"" grapheme, abbreviation for ""per""). Probably the same hand first wrote the abbreviation for ""per"", than changed his mind and added the bottom-left tail that made it an abbreviation for ""pro"". se posita quæ in aliis",w6165
"ŋprothis grapheme looks like a ""p"" with both a bottom-left tail (which would make it a ""ŋ"" grapheme, abbreviation for ""pro"") and a horizontal dash crossing the descending trait (which would make it a ""þ"" grapheme, abbreviation for ""per""). probably the same hand first wrote the abbreviation for ""per"", than changed his mind and added the bottom-left tail that made it an abbreviation for ""pro"".",casanatensis,agnomen inueniuntur in his multa inuicem,"ŋproThis grapheme looks like a ""p"" with both a bottom-left tail (which would make it a ""ŋ"" grapheme, abbreviation for ""pro"") and a horizontal dash crossing the descending trait (which would make it a ""þ"" grapheme, abbreviation for ""per""). Probably the same hand first wrote the abbreviation for ""per"", than changed his mind and added the bottom-left tail that made it an abbreviation for ""pro"".",se posita quæ in aliis þpersonis,w6168
posita,casanatensis,"in his multa inuicem ŋproThis grapheme looks like a ""p"" with both a bottom-left tail (which would make it a ""ŋ"" grapheme, abbreviation for ""pro"") and a horizontal dash crossing the descending trait (which would make it a ""þ"" grapheme, abbreviation for ""per""). Probably the same hand first wrote the abbreviation for ""per"", than changed his mind and added the bottom-left tail that made it an abbreviation for ""pro"". se",posita,quæ in aliis þpersonis st¯sunt p¯prenomina,w6174
posita,casanatensis,significat sed in quo ordine numeri,posita,sit ostendit ut decimus nihil uero,w9084
posita,casanatensis,eiusde2em familia et possessiua loco patronymicoru2um,posita,usurpata inueniuntur ut eade2em terminatione dicatur,w12285
posita,casanatensis,uinu2um habet armentarium in quo arma,posita,st¯sunt tertia in nus quæ et,w16866
posita,casanatensis,si uero una þpersona ul¯uel res,posita,est in positiuo gradu co2omparatiuo iungitur,w21645
posita,casanatensis,duas uocales seruantes uim sua2am fuerit,posita,loco consonantis ut arduior non uincit,w22626
posita,casanatensis,dictu2um ÷est superius de i ut,posita,inter duas uocales seruantes uim sua2am,w22815
eadem,casanatensis,þpersonis st¯sunt p¯prenomina et in aliis,eadem,nomina uel in aliis cognomina in,w6204
eadem,casanatensis,uel in aliis cognomina in aliis,eadem,agnomina ul¯uel nomina ul¯uel contra ut,w6228
eadem,casanatensis,naturaliter co2ommune est multoru2um qųquos iungit,eadem,substantia ul¯uel qualitas aut quantitas generalis,w6321
eadem,casanatensis,et pyrrhus rex epyrotarum sunt homonyma,eadem,ŋpropria et appellatiua ut magnus pompeius,w7119
eadem,casanatensis,ciuis dicitur sicut romanus ager ex,eadem,forma etia2am agnomina plurima fiunt ut,w14976
eadem,casanatensis,desinentia nomina antecedente consonante seu uocali,eadem,a ŋproducta et accepta nus faciunt,w17661
cognomina,casanatensis,aliis eadem nomina uel in aliis,cognomina,in aliis eadem agnomina ul¯uel nomina,w6219
agnomina,casanatensis,in aliis cognomina in aliis eadem,agnomina,ul¯uel nomina ul¯uel contra ut cicero,w6231
agnomina,casanatensis,romanus ager ex eadem forma etia2am,agnomina,plurima fiunt ut africanus scipio sicut,w14985
agnomina,casanatensis,ex his multa st¯sunt quæ inueniuntur,agnomina,"ut camerinusThere is a macron sign over the ""i"" to mark the vowel's long quantity. alia nomina uel agnomina",w17322
agnomina,casanatensis,"agnomina ut camerinusThere is a macron sign over the ""i"" to mark the vowel's long quantity. alia nomina uel",agnomina,ut adrianus ex his alia deriuantur,w17340
habitu,casanatensis,contra ut cicero ¢qui primus ab,habitu,faciei dictus ÷est hoc habuit agnomen,w6262
faciei,casanatensis,ut cicero ¢qui primus ab habitu,faciei,dictus ÷est hoc habuit agnomen familiæ,w6264
÷est,casanatensis,¢qui primus ab habitu faciei dictus,÷est,hoc habuit agnomen familiæ uero eius,w6270
÷est,casanatensis,et in ŋpropriis ut pudicitia homonyma,÷est,quasi uninomia dicta eo qd¯quod uno,w6942
÷est,casanatensis,nox ŋpro die sicut dns¯dominus dictus,÷est,¢quia habet seruu2um et seruus ¢quia,w7944
÷est,casanatensis,italia samnitis a samnio interrogatiua species,÷est,quæ cu2um interrogatione ŋprofertur ut quis,w8241
÷est,casanatensis,ita eni2im dcr¯dicitur emilianus scipio id,÷est,emilii filius scipio tamqua2am si diceretur,w12360
÷est,casanatensis,ab auis maternis atlantiades mercurius id,÷est,natæ atlantis filius a regib;bus thesidæ,w12822
÷est,casanatensis,tusculus tusculanus preter masculus qd¯quod diminutiuu2um,÷est,"maris facit masculinusThere is a macron sign over the ""i"" to mark the vowel's long quantity. i ŋproductu2um ante",w18033
÷est,casanatensis,mundanus et ea q;que ut p¯predictu2um,÷est,in cus et culus desinunt et,w18534
÷est,casanatensis,"us ut hispania hispanus dardanu2umThere is a breve (˘) mark over the second ""a"" to mark its short quantity. ŋpropriu2um",÷est,et primitiuu2um ideo a cor¯orreptum hab¯abet,w19464
÷est,casanatensis,st¯sunt et uariæ significationis comparatiua species,÷est,quæ cu2um intellectu positiui ul¯uel cu2um,w19923
÷est,casanatensis,p¯preferre ostenditur hoc modo iste doctus,÷est,"sed ille doctior istoThe final ""o"" comes from the deletion of a previous ""e"". est id",w20001
÷est,casanatensis,est magis doctus qua2am iste comparatio,÷est,nomen mentis adsimilantis precellentia2am in creaturis,w20040
÷est,casanatensis,þpersonas ul¯uel res participes aduerbioru2um id,÷est,quæ ultra ul¯uel intra stare conspiciuntur,w20232
÷est,casanatensis,ablatiuus singularis hoc modo diomedes fortis,÷est,sed hector fortior est diomede si,w21684
÷est,casanatensis,troiani fortes sunt sed hector fortior,÷est,troianis alii doctores asserunt tunc iungi,w21768
÷est,casanatensis,co2omparatiui ut iste pius ul¯uel arduus,÷est,et iste magis pius ul¯uel arduus,w22773
÷est,casanatensis,magis pius ul¯uel arduus ideo dictu2um,÷est,superius de i ut posita inter,w22800
÷est,casanatensis,est unius generis et fixu2um genus,÷est,quod uetustissimi etia2am co2ommune ŋproferebant facit,w23577
÷est,casanatensis,nob¯obis et quod prior co2ommunis generis,÷est,faciens neu¯neutrum in us quod n¯non,w24099
÷est,casanatensis,uel minime hab¯abent sensu2um suþperlatiui triformis,÷est,conparatio ¢quia alia nomina st¯sunt in,w25344
÷est,casanatensis,mediocris cu2um dicitur plenus intellectus mediocritatis,÷est,idcirco n¯non potest dici mediocrior et,w25500
÷est,casanatensis,aduerbium ut doctior hic qua2am ille,÷est,omnia co2omparatiua or desinentia co2ommunia st¯sunt,w25674
÷est,casanatensis,et istud in us desinens co2ommune,÷est,cu2um co2omparatiuo aduerbii ¢quia oma¯omnia co2omparatiua,w25749
÷est,casanatensis,desinunt ut docte doctius suþperlatiuus gradus,÷est,¢qui ul¯uel co2omparatus ad plures sui,w25797
÷est,casanatensis,fortissimus gentis ul¯uel populi diminutiua species,÷est,quæ absolute monstrat deminutione2em primitiui eande2em,w27507
÷est,casanatensis,et rex co2omparatiuus gradus ut dictu2um,÷est,aliquando auget aliquando minuit eande2em substantia2am,w27612
÷est,casanatensis,deriuata tamen eande2em co2omparatione2em significantia necesse,÷est,ad aliquid ea conparari ut plusculus,w27738
÷est,casanatensis,illud quod primitiua eoru2um mons primitiuu2um,÷est,et speciale plene significationis ex quo,w31446
fuit,casanatensis,habuit agnomen familiæ uero eius cognomen,fuit,appellatiua qualitas naturaliter co2ommune est multoru2um,w6294
fuit,casanatensis,hector fortior diomede ł hector na2amq;que,fuit,troianus et diomedes ex alia gente,w21831
fuit,casanatensis,quando suþperlatiuo co2omparatur ut achilles fortior,fuit,hectore ŋpro fortissimo troianoru2um est quando,w24534
fuit,casanatensis,achilles ænea fortior magis qua2am iustior,fuit,n¯non omnia nomina posst¯sunt ire þper,w24933
qųquos,casanatensis,appellatiua qualitas naturaliter co2ommune est multoru2um,qųquos,iungit eadem substantia ul¯uel qualitas aut,w6315
iungit,casanatensis,qualitas naturaliter co2ommune est multoru2um qųquos,iungit,eadem substantia ul¯uel qualitas aut quantitas,w6318
substantia,casanatensis,co2ommune est multoru2um qųquos iungit eadem,substantia,ul¯uel qualitas aut quantitas generalis uel,w6324
substantia,casanatensis,his appellatiuis co2omparatione2em recipientib;bus potest cuius libet,substantia,demonstrari nisi eni2im prius substantia fuerit,w20913
substantia,casanatensis,cuius libet substantia demonstrari nisi eni2im prius,substantia,fuerit hæc appellatiua comparatione2em recipientia ee¯esse,w20928
substantia,casanatensis,n¯non posst¯sunt dicendo homo lapis demonstratur,substantia,quoru2um significatio n¯non potest augeri ul¯uel,w20967
quantitas,casanatensis,iungit eadem substantia ul¯uel qualitas aut,quantitas,generalis uel specialis et in multoru2um,w6336
generalis,casanatensis,eadem substantia ul¯uel qualitas aut quantitas,generalis,uel specialis et in multoru2um significatione,w6339
generalis,casanatensis,specialis et in multoru2um significatione c¯consistit,generalis,ut corpus specialis ut homo albus,w6363
generalis,casanatensis,demonstratiua et similitudinis collectiua diuidua facticia,generalis,specialis ordinalis numeralis absoluta temporalis localis,w6708
generalis,casanatensis,imitatione2em facta est ut tintinnabulu2um turtur,generalis,species est quæ potest diuidi in,w8655
generalis,casanatensis,de multis et non similibus facturis,generalis,e¯est species specialis est unius facturæ,w8922
generalis,casanatensis,facturæ nomen esse non potest sicut,generalis,quæ de diuersis potest ee¯esse facturis,w9000
generalis,casanatensis,nominis sic nominata st¯sunt hæc nominatio,generalis,est omniu2um formaru2um quæ a nomine,w31311
specialis,casanatensis,ul¯uel qualitas aut quantitas generalis uel,specialis,et in multoru2um significatione c¯consistit generalis,w6345
specialis,casanatensis,multoru2um significatione c¯consistit generalis ut corpus,specialis,ut homo albus magnus hec appellatiua,w6372
specialis,casanatensis,et similitudinis collectiua diuidua facticia generalis,specialis,ordinalis numeralis absoluta temporalis localis patronymica,w6711
specialis,casanatensis,non similibus facturis generalis e¯est species,specialis,est unius facturæ nomen ut homo,w8931
specialis,casanatensis,alis fiunt ut manus manualis specie,specialis,in alis fiunt uerbialia a prima,w37290
significatione,casanatensis,generalis uel specialis et in multoru2um,significatione,c¯consistit generalis ut corpus specialis ut,w6357
significatione,casanatensis,quæ ad similitudine2em patronymicoru2um terminantur sed,significatione,denominatiua sunt ¢quia n¯non trahunt origine2em,w12432
significatione,casanatensis,terminationis hac latini frequenter in possessiua,significatione,utuntur ut pompeianus ex his inuenitur,w16917
significatione,casanatensis,sunt eo quod ab aliqua speciali,significatione,nominis sic nominata st¯sunt hæc nominatio,w31290
albus,casanatensis,generalis ut corpus specialis ut homo,albus,magnus hec appellatiua quæ sumuntur a,w6381
albus,casanatensis,a corporis qualitate uel quantitate ut,albus,longus ul¯uel ab extrinsecus accidentiu2um ut,w7593
magnus,casanatensis,ut corpus specialis ut homo albus,magnus,hec appellatiua quæ sumuntur a qualitate,w6384
magnus,casanatensis,consu2umptione n¯non posst¯sunt ut bonum animal,magnus,homo ŋproprie co2ommunia sunt multoru2um appellatiua,w6504
magnus,casanatensis,homonyma eadem ŋpropria et appellatiua ut,magnus,pompeius et magnus ciuis synonyma ul¯uel,w7134
magnus,casanatensis,et appellatiua ut magnus pompeius et,magnus,ciuis synonyma ul¯uel polyonyma species est,w7143
magnus,casanatensis,mediu2um quod inter utru2umq;que est ut,magnus,hoc et in laude dicit¯tur ut,w7371
magnus,casanatensis,hoc et in laude dicit¯tur ut,magnus,imperator et in uituperio ut magnus,w7392
magnus,casanatensis,magnus imperator et in uituperio ut,magnus,latro uel fur uel accidens uniuscuiusq;que,w7410
magnus,casanatensis,ut in aliis sint appellatiua ut,magnus,homo et cum þperdiderint ui2im appellatiuorum,w12639
magnus,casanatensis,þperdiderint ui2im appellatiuorum sint ŋpropria ut,magnus,ŋpropriu2um cuiuscu2umq;que nom¯men abusiue etia2am a,w12669
magnus,casanatensis,co2omparatione2em recipiunt comparatio aut auget ut,magnus,maior maximus aut minuit ut paruus,w20865
magnus,casanatensis,apud nos iure accipit deminutione2em ut,magnus,maior maiusculus paruus minor minusculus id,w22059
magnus,casanatensis,ueterior in ximus suþperlatiuu2um unu2um anomalum,magnus,maior maximus alteru2um a ŋprope ŋproprior,w26625
magnus,casanatensis,"magnitudine ul¯uel paruitate st¯suntThe grammatical subject of the sentence is ""quae (scil. forma quantitatis)"", so the verb ""sunt dicta"" should be emended to ""est dicta"". However, it agrees ""ex sensu"" with an implied ""uerba"", so I am not emending it. The same situation had been found in 11r.a.10: ""Est et appellatiuorum species tota Graeca, quae apud nos ex toto Graece declinantur"". dicta ut",magnus,paruus longus breuis hæc qualitatis et,w42066
magnus,casanatensis,ut doctus uirgilius et doctus poeta,magnus,terentius et magnus homo,w42183
magnus,casanatensis,et doctus poeta magnus terentius et,magnus,homo,w42192
sumuntur,casanatensis,homo albus magnus hec appellatiua quæ,sumuntur,a qualitate uel quantitate que adiectiua,w6393
sumuntur,casanatensis,"fiunt deriuant¯turThere is also a macron over the first ""u"". I do not understand what it marks. a nominibus adiectiuis quæ",sumuntur,ex accidentib;bus substantiæ nominum ł accidentia,w20733
quantitate,casanatensis,appellatiua quæ sumuntur a qualitate uel,quantitate,que adiectiua noscuntur eo quod aliis,w6405
quantitate,casanatensis,species uel ab animi qualitate ul¯uel,quantitate,ut prudens magnanimus ul¯uel a corporis,w7560
quantitate,casanatensis,magnanimus ul¯uel a corporis qualitate uel,quantitate,ut albus longus ul¯uel ab extrinsecus,w7587
quantitate,casanatensis,a fortuna comparatio ex qualitate et,quantitate,animi ul¯uel corporis ul¯uel quæ fortasse,w20796
noscuntur,casanatensis,a qualitate uel quantitate que adiectiua,noscuntur,eo quod aliis appellatiuis substantia2am significantibus,w6414
appellatiuis,casanatensis,que adiectiua noscuntur eo quod aliis,appellatiuis,substantia2am significantibus uel etiam ŋpropriis adici,w6426
appellatiuis,casanatensis,qualitatis quantitatis est corporalis species in,appellatiuis,quæ uideri ul¯uel tangi potest ut,w6825
appellatiuis,casanatensis,nec tangi potest quæ et in,appellatiuis,"÷estThis allograph of the ""÷"" grapheme (logograph for ""est"") has a comma-like sign below the horizonta line and a regular dot above that line. ut uirtus et in ŋpropriis",w6912
appellatiuis,casanatensis,sepulchru2um et mons breuis hæc in,appellatiuis,st¯sunt potest et in ŋpropriis ee¯esse,w7068
appellatiuis,casanatensis,nominibus una est significatio et in,appellatiuis,fit ut terra humus tellus hæc,w7191
appellatiuis,casanatensis,adiectiua species est quæ ŋpropriis uel,appellatiuis,adicitur significans laudem ut iustus aut,w7320
appellatiuis,casanatensis,timarchides ŋproprium etia2am et in omnibus,appellatiuis,hoc fieri potest ut in aliis,w12609
appellatiuis,casanatensis,solum ex ŋpropriis sed etia2am ab,appellatiuis,deriuatur et ab omnib;bus generibus nascitur,w14748
appellatiuis,casanatensis,ut paruus minor minimus sine his,appellatiuis,co2omparatione2em recipientib;bus potest cuius libet substantia demonstrari,w20898
appellatiuis,casanatensis,antoniaster patriciolus sergiolus pleraq;que diminutiua ab,appellatiuis,deriuantur pauca a ŋpropriis et pleru2umq;que,w27978
significantibus,casanatensis,noscuntur eo quod aliis appellatiuis substantia2am,significantibus,uel etiam ŋpropriis adici solent ad,w6432
ŋpropriis,casanatensis,aliis appellatiuis substantia2am significantibus uel etiam,ŋpropriis,adici solent ad manifestanda2am eorum qualitatem,w6441
ŋpropriis,casanatensis,"xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"". quaru2um alie st¯sunt co2ommunes cu2um",ŋpropriis,"siue sint primitiuæ siue deriuatiuæ suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink.",w6591
ŋpropriis,casanatensis,potest ut homo est et in,ŋpropriis,ut petrus incorporalis species est quæ,w6858
ŋpropriis,casanatensis,"appellatiuis ÷estThis allograph of the ""÷"" grapheme (logograph for ""est"") has a comma-like sign below the horizonta line and a regular dot above that line. ut uirtus et in",ŋpropriis,ut pudicitia homonyma ÷est quasi uninomia,w6930
ŋpropriis,casanatensis,in appellatiuis st¯sunt potest et in,ŋpropriis,ee¯esse ut pyrrhus filius achillis et,w7083
ŋpropriis,casanatensis,similiter ensis mucro gladius et in,ŋpropriis,fit ut publius cornelius scipio africanus,w7239
ŋpropriis,casanatensis,uel trionyma uel tetronyma qd¯quod in,ŋpropriis,fit adiectiua species est quæ ŋpropriis,w7296
ŋpropriis,casanatensis,ŋpropriis fit adiectiua species est quæ,ŋpropriis,uel appellatiuis adicitur significans laudem ut,w7314
ŋpropriis,casanatensis,hæc co2omparantur fit hoc et in,ŋpropriis,ut gradiuus mars ennosigeus neptunus ¢quirinus,w7464
ŋpropriis,casanatensis,patronymica species est quæ deriuatur a,ŋpropriis,nominibus patru2um secundu2um greca2am forma2am ex,w12123
ŋpropriis,casanatensis,ŋprocreati st¯sunt significant et tantu2um a,ŋpropriis,nominib;bus deriuantur et pleru2umque a masculino,w14500
ŋpropriis,casanatensis,in possessione et non solum ex,ŋpropriis,sed etia2am ab appellatiuis deriuatur et,w14736
ŋpropriis,casanatensis,sermone n¯non solu2um his sed etia2am,ŋpropriis,¢quibusda2am latinoru2um utimur in us uel,w16584
ŋpropriis,casanatensis,n¯non seruantia supradictas regulas maxime in,ŋpropriis,ut ligus liguris ligurinus n¯non ligurianus,w19731
ŋpropriis,casanatensis,diminutiua ab appellatiuis deriuantur pauca a,ŋpropriis,et pleru2umq;que seruant primitiuoru2um genera sæpe,w27990
adici,casanatensis,appellatiuis substantia2am significantibus uel etiam ŋpropriis,adici,solent ad manifestanda2am eorum qualitatem et,w6444
manifestanda2am,casanatensis,uel etiam ŋpropriis adici solent ad,manifestanda2am,eorum qualitatem et quantitatem que augeri,w6453
eorum,casanatensis,etiam ŋpropriis adici solent ad manifestanda2am,eorum,qualitatem et quantitatem que augeri uel,w6456
eorum,casanatensis,i ŋproductu2um habent penultimo loco si,eorum,principalia n¯non habuerint i ut adrestos,w14217
eorum,casanatensis,deos et ex eoru2um genere dicebant,eorum,iam hominum quibus ipsa a dis,w14620
quantitatem,casanatensis,solent ad manifestanda2am eorum qualitatem et,quantitatem,que augeri uel minui sine substantiæ,w6465
augeri,casanatensis,manifestanda2am eorum qualitatem et quantitatem que,augeri,uel minui sine substantiæ consu2umptione n¯non,w6471
augeri,casanatensis,fortasse extrinsecus ueniunt quæ posst¯sunt et,augeri,et minui unde et co2omparatione2em recipiunt,w20832
augeri,casanatensis,demonstratur substantia quoru2um significatio n¯non potest,augeri,ul¯uel minui nisi ali¢quid accidens hominis,w20982
minui,casanatensis,qualitatem et quantitatem que augeri uel,minui,sine substantiæ consu2umptione n¯non posst¯sunt ut,w6477
minui,casanatensis,ueniunt quæ posst¯sunt et augeri et,minui,unde et co2omparatione2em recipiunt comparatio aut,w20838
minui,casanatensis,quoru2um significatio n¯non potest augeri ul¯uel,minui,nisi ali¢quid accidens hominis ul¯uel lapidis,w20988
consu2umptione,casanatensis,que augeri uel minui sine substantiæ,consu2umptione,n¯non posst¯sunt ut bonum animal magnus,w6486
posst¯sunt,casanatensis,uel minui sine substantiæ consu2umptione n¯non,posst¯sunt,ut bonum animal magnus homo ŋproprie,w6492
posst¯sunt,casanatensis,uel articulus neq;que qualitatem neq;que qųquantitate2em,posst¯sunt,ostendere collectiua species est quæ in,w8490
posst¯sunt,casanatensis,ul¯uel quæ fortasse extrinsecus ueniunt quæ,posst¯sunt,et augeri et minui unde et,w20826
posst¯sunt,casanatensis,hæc appellatiua comparatione2em recipientia ee¯esse n¯non,posst¯sunt,dicendo homo lapis demonstratur substantia quoru2um,w20952
