position,doc,lang,form,lemma,anchor
6858,casanatensis,,sunt,,w20091
6859,casanatensis,,ad,,w20094
6860,casanatensis,,alique2em,,w20097
6861,casanatensis,,participe2em,,w20100
6862,casanatensis,,sensu2um,,w20103
6863,casanatensis,,positiui,,w20106
6864,casanatensis,,fit,,w20109
6865,casanatensis,,co2omparatio,,w20112
6866,casanatensis,,hoc,,w20115
6867,casanatensis,,modo,,w20118
6868,casanatensis,,ulterior,,w20121
6869,casanatensis,,id,,w20124
6870,casanatensis,,est,,w20127
6871,casanatensis,,magis,,w20130
6872,casanatensis,,ultra,,w20133
6873,casanatensis,,stat,,w20136
6874,casanatensis,,iste,,w20139
6875,casanatensis,,qua2am,,w20142
6876,casanatensis,,ille,,w20145
6877,casanatensis,,¢qui,,w20148
6878,casanatensis,,ultra,,w20151
6879,casanatensis,,stat,,w20154
6880,casanatensis,,similiter,,w20157
6881,casanatensis,,interior,,w20160
6882,casanatensis,,magis,,w20163
6883,casanatensis,,intra,,w20166
6884,casanatensis,,n¯non,,w20169
6885,casanatensis,,eni2im,,w20172
6886,casanatensis,,ad,,w20175
6887,casanatensis,,ultra,,w20178
6888,casanatensis,,ul¯uel,,w20181
6889,casanatensis,,intra,,w20184
6890,casanatensis,,aduerbia,,w20187
6891,casanatensis,,fit,,w20190
6892,casanatensis,,comparatio,,w20193
6893,casanatensis,,ex,,w20196
6894,casanatensis,,¢quib;bus,,w20199
6895,casanatensis,,deriuati,,w20202
6896,casanatensis,,uidentur,,w20205
6897,casanatensis,,sed,,w20208
6898,casanatensis,,ad,,w20211
6899,casanatensis,,þpersonas,,w20214
6900,casanatensis,,ul¯uel,,w20217
6901,casanatensis,,res,,w20220
6902,casanatensis,,participes,,w20223
6903,casanatensis,,aduerbioru2um,,w20226
6904,casanatensis,,id,,w20229
6905,casanatensis,,÷est,,w20232
6906,casanatensis,,quæ,,w20235
6907,casanatensis,,ultra,,w20238
6908,casanatensis,,ul¯uel,,w20241
6909,casanatensis,,intra,,w20244
6910,casanatensis,,stare,,w20247
6911,casanatensis,,conspiciuntur,,w20250
6912,casanatensis,,ipsos,,w20253
6913,casanatensis,,au¯autem,,w20256
6914,casanatensis,,excellere,,w20259
6915,casanatensis,,ostenditur,,w20262
6916,casanatensis,,hic,,w20265
6917,casanatensis,,cui,,w20268
6918,casanatensis,,ulterior,,w20271
6919,casanatensis,,ul¯uel,,w20274
6920,casanatensis,,interior,,w20277
6921,casanatensis,,adiungi,,w20280
6922,casanatensis,,uidentur,,w20283
6923,casanatensis,,et,,w20286
6924,casanatensis,,in,,w20289
6925,casanatensis,,tantu2um,,w20292
6926,casanatensis,,euidenter,,w20295
6927,casanatensis,,apparet,,w20298
6928,casanatensis,,quod,,w20301
6929,casanatensis,,n¯non,,w20304
6930,casanatensis,,ad,,w20307
6931,casanatensis,,intra,,w20310
6932,casanatensis,,ul¯uel,,w20313
6933,casanatensis,,ultra,,w20316
6934,casanatensis,,aduerbia,,w20319
6935,casanatensis,,fiat,,w20322
6936,casanatensis,,comparatio,,w20325
6937,casanatensis,,ut,,w20328
6938,casanatensis,,etia2am,,w20331
6939,casanatensis,,ex,,w20334
6940,casanatensis,,ipsis,,w20337
6941,casanatensis,,comparatiuis,,w20340
6942,casanatensis,,nascantur,,w20343
6943,casanatensis,,aduerbia,,w20346
6944,casanatensis,,comparatiua,,w20349
6945,casanatensis,,quæ,,w20352
6946,casanatensis,,iuncta,,w20355
6947,casanatensis,,magis,,w20358
6948,casanatensis,,aduerbio,,w20361
6949,casanatensis,,significent,,w20364
6950,casanatensis,,"eademThere is a sign over the initial ""e"" looking like an acute accent. It might be a stress mark.",,w20367
6951,casanatensis,,aduerbia,,w20370
6952,casanatensis,,a,,w20373
6953,casanatensis,,¢quibus,,w20376
6954,casanatensis,,deriuari,,w20379
6955,casanatensis,,uidentur,,w20382
6956,casanatensis,,"eademThere is a sign over the initial ""e"" looking like an acute accent. It might be a stress mark.",,w20385
6957,casanatensis,,nomina,,w20388
6958,casanatensis,,comparatiua,,w20391
6959,casanatensis,,ł,,casanatensis:0.1.0.17.4.68
6960,casanatensis,,ulterior,,w20394
6961,casanatensis,,uero,,w20397
6962,casanatensis,,comparatiuu2um,,w20400
6963,casanatensis,,nomen,,w20403
6964,casanatensis,,facit,,w20406
6965,casanatensis,,aduerbiu2um,,w20409
6966,casanatensis,,co2omparatiuu2um,,w20412
6967,casanatensis,,ulterius,,w20415
6968,casanatensis,,significans,,w20418
6969,casanatensis,,magis,,w20421
6970,casanatensis,,ultra,,w20424
6971,casanatensis,,ł,,casanatensis:0.1.0.17.4.92
6972,casanatensis,,similiter,,w20427
6973,casanatensis,,interior,,w20430
6974,casanatensis,,interius,,w20433
6975,casanatensis,,magis,,w20436
6976,casanatensis,,intra,,w20439
6977,casanatensis,,ł,,casanatensis:0.1.0.17.4.102
6978,casanatensis,,citerior,,w20442
6979,casanatensis,,citerius,,w20445
6980,casanatensis,,magis,,w20448
6981,casanatensis,,citra,,w20451
6982,casanatensis,,ł,,casanatensis:0.1.0.17.4.111
6983,casanatensis,,exterior,,w20454
6984,casanatensis,,exterius,,w20457
6985,casanatensis,,magis,,w20460
6986,casanatensis,,extra,,w20463
6987,casanatensis,,ł,,casanatensis:0.1.0.17.4.119
6988,casanatensis,,qua2amuis,,w20466
6989,casanatensis,,dicantur,,w20469
6990,casanatensis,,superus,,w20472
6991,casanatensis,,et,,w20475
6992,casanatensis,,inferus,,w20478
6993,casanatensis,,quæ,,w20481
6994,casanatensis,,a,,w20484
6995,casanatensis,,¢quibusda2am,,w20487
6996,casanatensis,,existimata,,w20490
6997,casanatensis,,st¯sunt,,w20493
6998,casanatensis,,positiuaThe two initial graphemes are illegible (faded out).,,w20496
6999,casanatensis,,superioris,,w20502
7000,casanatensis,,et,,w20505
7001,casanatensis,,inferioris,,w20508
7002,casanatensis,,tamen,,w20511
7003,casanatensis,,a,,w20514
7004,casanatensis,,supra,,w20517
7005,casanatensis,,et,,w20520
7006,casanatensis,,infra,,w20523
7007,casanatensis,,superior,,w20526
7008,casanatensis,,et,,w20529
7009,casanatensis,,inferior,,w20532
7010,casanatensis,,deriuari,,w20535
7011,casanatensis,,firmantur,,w20538
7012,casanatensis,,eo,,w20541
7013,casanatensis,,qd¯uod,,w20544
7014,casanatensis,,in,,w20547
7015,casanatensis,,usu,,w20550
7016,casanatensis,,superi,,w20553
7017,casanatensis,,ŋpro,,w20556
7018,casanatensis,,cælestib;bus,,w20559
7019,casanatensis,,siue,,w20562
7020,casanatensis,,uiuis,,w20565
7021,casanatensis,,inferi,,w20568
7022,casanatensis,,au¯autem,,w20571
7023,casanatensis,,"ŋproThere is a sign over the grapheme ""ŋ"" looking like an acute accent.",,w20574
7024,casanatensis,,manib;bus,,w20577
7025,casanatensis,,id,,w20580
7026,casanatensis,,est,,w20583
7027,casanatensis,,inferoru2um,,w20586
7028,casanatensis,,dis,,w20589
7029,casanatensis,,accipi,,w20592
7030,casanatensis,,solent,,w20595
7031,casanatensis,,ł,,casanatensis:0.1.0.17.5.76
7032,casanatensis,,illæ,,w20598
7033,casanatensis,,na2amq;que,,w20601
7034,casanatensis,,co2omparationes,,w20604
7035,casanatensis,,quæ,,w20607
7036,casanatensis,,ad,,w20610
7037,casanatensis,,þpersonas,,w20613
7038,casanatensis,,ul¯uel,,w20616
7039,casanatensis,,res,,w20619
7040,casanatensis,,participes,,w20622
7041,casanatensis,,fiunt,,w20625
7042,casanatensis,,positiui,,w20628
7043,casanatensis,,nascunturThe larger initial does not seem to have any particular meaning here.,,w20631
7044,casanatensis,,a,,w20634
7045,casanatensis,,dictionib;bus,,w20637
7046,casanatensis,,carentib;bus,,w20640
7047,casanatensis,,casu,,w20643
7048,casanatensis,,a,,w20646
7049,casanatensis,,uerbis,,w20649
7050,casanatensis,,ut,,w20652
7051,casanatensis,,detero,,w20655
7052,casanatensis,,deteris,,w20658
7053,casanatensis,,deterior,,w20661
7054,casanatensis,,ł,,casanatensis:0.1.0.17.6.40
7055,casanatensis,,ab,,w20664
7056,casanatensis,,aduerbiis,,w20667
7057,casanatensis,,siue,,w20670
7058,casanatensis,,p¯prepositionib;bus,,w20673
7059,casanatensis,,ut,,w20676
7060,casanatensis,,extra,,w20679
7061,casanatensis,,exterior,,w20682
7062,casanatensis,,intra,,w20685
7063,casanatensis,,interior,,w20688
7064,casanatensis,,ł,,casanatensis:0.1.0.17.6.57
7065,casanatensis,,illæ,,w20691
7066,casanatensis,,uero,,w20694
7067,casanatensis,,co2omparationes,,w20697
7068,casanatensis,,quæ,,w20700
7069,casanatensis,,ad,,w20703
7070,casanatensis,,intellectu2um,,w20706
7071,casanatensis,,ipsius,,w20709
7072,casanatensis,,positiui,,w20712
7073,casanatensis,,fiunt,,w20715
7074,casanatensis,,"deriuant¯turThere is also a macron over the first ""u"". I do not understand what it marks.",,w20718
7075,casanatensis,,a,,w20721
7076,casanatensis,,nominibus,,w20724
7077,casanatensis,,adiectiuis,,w20727
7078,casanatensis,,quæ,,w20730
7079,casanatensis,,sumuntur,,w20733
7080,casanatensis,,ex,,w20736
7081,casanatensis,,accidentib;bus,,w20739
7082,casanatensis,,substantiæ,,w20742
7083,casanatensis,,nominum,,w20745
7084,casanatensis,,ł,,casanatensis:0.1.0.17.7.33
7085,casanatensis,,accidentia,,w20749
7086,casanatensis,,st¯sunt,,w20751
7087,casanatensis,,quæ,,w20754
7088,casanatensis,,"traunt2turThe scribe omitted the ""h"". The abbreviation mark over the final grapheme ""t"" is unclear, as it was later covered by the metamark in black ink pointing to the footnote.",,w20757
7089,casanatensis,,ab,,w20760
7090,casanatensis,,animo,,w20763
7091,casanatensis,,a,,w20766
7092,casanatensis,,corpore,,w20769
7093,casanatensis,,extrinsecus,,w20772
7094,casanatensis,,a,,w20775
7095,casanatensis,,a,,w20778
7096,casanatensis,,fortuna,,w20781
7097,casanatensis,,comparatio,,w20784
7098,casanatensis,,ex,,w20787
7099,casanatensis,,qualitate,,w20790
7100,casanatensis,,et,,w20793
7101,casanatensis,,quantitate,,w20796
7102,casanatensis,,animi,,w20799
7103,casanatensis,,ul¯uel,,w20802
7104,casanatensis,,corporis,,w20805
7105,casanatensis,,ul¯uel,,w20808
7106,casanatensis,,quæ,,w20811
7107,casanatensis,,fortasse,,w20814
7108,casanatensis,,extrinsecus,,w20817
7109,casanatensis,,ueniunt,,w20820
7110,casanatensis,,quæ,,w20823
7111,casanatensis,,posst¯sunt,,w20826
7112,casanatensis,,et,,w20829
7113,casanatensis,,augeri,,w20832
7114,casanatensis,,et,,w20835
7115,casanatensis,,minui,,w20838
7116,casanatensis,,unde,,w20841
7117,casanatensis,,et,,w20844
7118,casanatensis,,co2omparatione2em,,w20847
7119,casanatensis,,recipiunt,,w20850
7120,casanatensis,,comparatio,,w20853
7121,casanatensis,,aut,,w20856
7122,casanatensis,,auget,,w20859
7123,casanatensis,,ut,,w20862
7124,casanatensis,,magnus,,w20865
7125,casanatensis,,maior,,w20868
7126,casanatensis,,maximus,,w20871
7127,casanatensis,,aut,,w20874
7128,casanatensis,,minuit,,w20877
7129,casanatensis,,ut,,w20880
7130,casanatensis,,paruus,,w20883
7131,casanatensis,,minor,,w20886
7132,casanatensis,,minimus,,w20889
7133,casanatensis,,sine,,w20892
7134,casanatensis,,his,,w20895
7135,casanatensis,,appellatiuis,,w20898
7136,casanatensis,,co2omparatione2em,,w20901
7137,casanatensis,,recipientib;bus,,w20904
7138,casanatensis,,potest,,w20907
7139,casanatensis,,cuius libet,,w20910
7140,casanatensis,,substantia,,w20913
7141,casanatensis,,demonstrari,,w20916
7142,casanatensis,,nisi,,w20919
7143,casanatensis,,eni2im,,w20922
7144,casanatensis,,prius,,w20925
7145,casanatensis,,substantia,,w20928
7146,casanatensis,,fuerit,,w20931
7147,casanatensis,,hæc,,w20934
7148,casanatensis,,appellatiua,,w20937
7149,casanatensis,,comparatione2em,,w20940
7150,casanatensis,,recipientia,,w20943
7151,casanatensis,,ee¯esse,,w20946
7152,casanatensis,,n¯non,,w20949
7153,casanatensis,,posst¯sunt,,w20952
7154,casanatensis,,dicendo,,w20955
7155,casanatensis,,homo,,w20958
7156,casanatensis,,lapis,,w20961
7157,casanatensis,,demonstratur,,w20964
7158,casanatensis,,substantia,,w20967
7159,casanatensis,,quoru2um,,w20970
7160,casanatensis,,significatio,,w20973
7161,casanatensis,,n¯non,,w20976
7162,casanatensis,,potest,,w20979
7163,casanatensis,,augeri,,w20982
7164,casanatensis,,ul¯uel,,w20985
7165,casanatensis,,minui,,w20988
7166,casanatensis,,nisi,,w20991
7167,casanatensis,,ali¢quid,,w20994
7168,casanatensis,,accidens,,w20997
7169,casanatensis,,hominis,,w21000
7170,casanatensis,,ul¯uel,,w21003
7171,casanatensis,,lapidis,,w21006
7172,casanatensis,,ŋproferatur,,w21009
7173,casanatensis,,ubi,,w21012
7174,casanatensis,,et,,w21015
7175,casanatensis,,possit,,w21018
7176,casanatensis,,co2omparatio,,w21021
7177,casanatensis,,locu2um,,w21024
7178,casanatensis,,habere,,w21027
7179,casanatensis,,ut,,w21030
7180,casanatensis,,homo,,w21033
7181,casanatensis,,prudens,,w21036
7182,casanatensis,,et,,w21039
7183,casanatensis,,prudentior,,w21042
7184,casanatensis,,lapis,,w21045
7185,casanatensis,,niger,,w21048
7186,casanatensis,,et,,w21051
7187,casanatensis,,nigrior,,w21054
7188,casanatensis,,posst¯sunt,,w21057
7189,casanatensis,,hæc,,w21060
7190,casanatensis,,quæ,,w21063
7191,casanatensis,,plene,,w21066
7192,casanatensis,,significationis,,w21069
7193,casanatensis,,st¯sunt,,w21072
7194,casanatensis,,et,,w21075
7195,casanatensis,,substantia2am,,w21078
7196,casanatensis,,demonstrant,,w21081
7197,casanatensis,,intellegi,,w21084
7198,casanatensis,,sine,,w21087
7199,casanatensis,,adiectiuis,,w21090
7200,casanatensis,,adiectiua,,w21093
7201,casanatensis,,sine,,w21096
7202,casanatensis,,his,,w21099
7203,casanatensis,,intellegi,,w21102
7204,casanatensis,,n¯non,,w21105
7205,casanatensis,,posst¯sunt,,w21108
7206,casanatensis,,idcirco,,w21111
7207,casanatensis,,et,,w21114
7208,casanatensis,,adiectiua,,w21117
7209,casanatensis,,dicta,,w21120
7210,casanatensis,,st¯sunt,,w21123
7211,casanatensis,,quod,,w21126
7212,casanatensis,,adiciuntur,,w21129
7213,casanatensis,,illis,,w21132
7214,casanatensis,,nominib;bus,,w21135
7215,casanatensis,,quæ,,w21138
7216,casanatensis,,demonstrant,,w21141
7217,casanatensis,,substantia2am,,w21144
7218,casanatensis,,qua2am uis,,w21147
7219,casanatensis,,anti¢qui,,w21150
7220,casanatensis,,usi,,w21153
7221,casanatensis,,st¯sunt,,w21156
7222,casanatensis,,co2omparatiuis,,w21159
7223,casanatensis,,in,,w21162
7224,casanatensis,,¢quibusda2am,,w21165
7225,casanatensis,,gentilib;bus,,w21168
7226,casanatensis,,ut,,w21171
7227,casanatensis,,punus,,w21174
7228,casanatensis,,punior,,w21177
7229,casanatensis,,et,,w21180
7230,casanatensis,,in,,w21183
7231,casanatensis,,ŋpronominib;bus,,w21186
7232,casanatensis,,usi,,w21189
7233,casanatensis,,st¯sunt,,w21192
7234,casanatensis,,suþperlatiuo,,w21195
7235,casanatensis,,ut,,w21198
7236,casanatensis,,ipsissimus,,w21201
7237,casanatensis,,fiunt,,w21204
7238,casanatensis,,igitur,,w21207
7239,casanatensis,,co2omparatiua,,w21210
7240,casanatensis,,a,,w21213
7241,casanatensis,,nominib;bus,,w21216
7242,casanatensis,,ut,,w21219
7243,casanatensis,,clarus,,w21222
7244,casanatensis,,clarior,,w21225
7245,casanatensis,,ł,,casanatensis:0.1.0.17.7.320
7246,casanatensis,,a,,w21228
7247,casanatensis,,uerbis,,w21231
7248,casanatensis,,detero,,w21234
7249,casanatensis,,deteris,,w21237
7250,casanatensis,,deterior,,w21240
7251,casanatensis,,ł,,casanatensis:0.1.0.17.7.329
7252,casanatensis,,potior,,w21243
7253,casanatensis,,potiris,,w21246
7254,casanatensis,,hic,,w21249
7255,casanatensis,,et,,w21252
7256,casanatensis,,hæc,,w21255
7257,casanatensis,,potior,,w21258
7258,casanatensis,,potioris,,w21261
7259,casanatensis,,potest,,w21264
7260,casanatensis,,hoc,,w21267
7261,casanatensis,,etiam,,w21270
7262,casanatensis,,a,,w21273
7263,casanatensis,,nomine,,w21276
7264,casanatensis,,potis,,w21279
7265,casanatensis,,accipere,,w21282
7266,casanatensis,,qua2am uis,,w21285
7267,casanatensis,,alterius,,w21288
7268,casanatensis,,significationis,,w21291
7269,casanatensis,,sit,,w21294
7270,casanatensis,,ab,,w21297
7271,casanatensis,,aduerbiis,,w21300
7272,casanatensis,,siue,,w21303
7273,casanatensis,,p¯prepositionib;bus,,w21306
7274,casanatensis,,extra,,w21309
7275,casanatensis,,exterior,,w21312
7276,casanatensis,,et,,w21315
7277,casanatensis,,a,,w21318
7278,casanatensis,,localibus,,w21321
7279,casanatensis,,aduerbiis,,w21324
7280,casanatensis,,siue,,w21327
7281,casanatensis,,p¯prepositionib;bus,,w21330
7282,casanatensis,,co2omparatiua,,w21333
7283,casanatensis,,nascuntur,,w21336
7284,casanatensis,,ut,,w21339
7285,casanatensis,,citra,,w21342
7286,casanatensis,,citerior,,w21345
7287,casanatensis,,anti¢qui,,w21348
7288,casanatensis,,citer,,w21351
7289,casanatensis,,citimus,,w21354
7290,casanatensis,,dicebant,,w21357
7291,casanatensis,,penitus,,w21360
7292,casanatensis,,penitior,,w21363
7293,casanatensis,,unde,,w21366
7294,casanatensis,,apuleius,,w21369
7295,casanatensis,,in,,w21372
7296,casanatensis,,penitiore2em,,w21375
7297,casanatensis,,parte2em,,w21378
7298,casanatensis,,domus,,w21381
7299,casanatensis,,dixit,,w21384
7300,casanatensis,,comparationis,,w21387
7301,casanatensis,,gradus,,w21390
7302,casanatensis,,tres,,w21393
7303,casanatensis,,positiuus,,w21396
7304,casanatensis,,ut,,w21399
7305,casanatensis,,doctus,,w21402
7306,casanatensis,,co2omparatiuus,,w21405
7307,casanatensis,,ut,,w21408
7308,casanatensis,,doctior,,w21411
7309,casanatensis,,suþperlatiuus,,w21414
7310,casanatensis,,ut,,w21417
7311,casanatensis,,doctissimus,,w21420
7312,casanatensis,,ł,,casanatensis:0.1.0.18.0.20
7313,casanatensis,,positiuus,,w21423
7314,casanatensis,,dictr¯citur,,w21426
7315,casanatensis,,¢quia,,w21429
7316,casanatensis,,primus,,w21432
7317,casanatensis,,ponitur,,w21435
7318,casanatensis,,in,,w21438
7319,casanatensis,,gradu,,w21441
7320,casanatensis,,co2omparationis,,w21444
7321,casanatensis,,ut,,w21447
7322,casanatensis,,doctus,,w21450
7323,casanatensis,,ł,,casanatensis:0.1.0.18.1.18
7324,casanatensis,,co2omparatio,,w21453
7325,casanatensis,,adsimilatio,,w21456
7326,casanatensis,,dicr¯citur,,w21459
7327,casanatensis,,comparatiuus,,w21462
7328,casanatensis,,dicr¯citur,,w21465
7329,casanatensis,,¢quia,,w21468
7330,casanatensis,,adsimilatus,,w21471
7331,casanatensis,,positiuo,,w21474
7332,casanatensis,,p¯prefertur,,w21477
7333,casanatensis,,illi,,w21480
7334,casanatensis,,ut,,w21483
7335,casanatensis,,doctior,,w21486
7336,casanatensis,,id,,w21489
7337,casanatensis,,est,,w21492
7338,casanatensis,,plus,,w21495
7339,casanatensis,,scit,,w21498
7340,casanatensis,,qua2am,,w21501
7341,casanatensis,,doctus,,w21504
7342,casanatensis,,suþperlatiuus,,w21507
7343,casanatensis,,dicr¯citur,,w21510
7344,casanatensis,,eo,,w21513
7345,casanatensis,,qd¯uod,,w21516
7346,casanatensis,,suþper,,w21519
7347,casanatensis,,excellet,,w21522
7348,casanatensis,,positiuo,,w21525
7349,casanatensis,,et,,w21528
7350,casanatensis,,co2omparatiuo,,w21531
7351,casanatensis,,plus,,w21534
7352,casanatensis,,eni2im,,w21537
7353,casanatensis,,scit,,w21540
7354,casanatensis,,qua2am,,w21543
7355,casanatensis,,doctus,,w21546
7356,casanatensis,,et,,w21549
7357,casanatensis,,doctior,,w21552
7358,casanatensis,,co2omparatiuus,,w21555
7359,casanatensis,,et,,w21558
7360,casanatensis,,suo,,w21561
7361,casanatensis,,et,,w21564
7362,casanatensis,,alieno,,w21567
7363,casanatensis,,generi,,w21570
7364,casanatensis,,co2omparatur,,w21573
7365,casanatensis,,et,,w21576
7366,casanatensis,,iungitur,,w21579
7367,casanatensis,,ablatiuo,,w21582
7368,casanatensis,,sine,,w21585
7369,casanatensis,,p¯prepositione,,w21588
7370,casanatensis,,et,,w21591
7371,casanatensis,,singulari,,w21594
7372,casanatensis,,et,,w21597
7373,casanatensis,,plurali,,w21600
7374,casanatensis,,ide2em,,w21603
7375,casanatensis,,ablatiuus,,w21606
7376,casanatensis,,ostendit,,w21609
7377,casanatensis,,positiuu2um,,w21612
7378,casanatensis,,cui,,w21615
7379,casanatensis,,p¯precellendo,,w21618
7380,casanatensis,,adsimilatur,,w21621
7381,casanatensis,,co2omparatiuus,,w21624
7382,casanatensis,,si,,w21627
7383,casanatensis,,uero,,w21630
7384,casanatensis,,una,,w21633
7385,casanatensis,,þpersona,,w21636
7386,casanatensis,,ul¯uel,,w21639
7387,casanatensis,,res,,w21642
7388,casanatensis,,posita,,w21645
7389,casanatensis,,est,,w21648
7390,casanatensis,,in,,w21651
7391,casanatensis,,positiuo,,w21654
7392,casanatensis,,gradu,,w21657
7393,casanatensis,,co2omparatiuo,,w21660
7394,casanatensis,,iungitur,,w21663
7395,casanatensis,,ablatiuus,,w21666
7396,casanatensis,,singularis,,w21669
7397,casanatensis,,hoc,,w21672
7398,casanatensis,,modo,,w21675
7399,casanatensis,,diomedes,,w21678
7400,casanatensis,,fortis,,w21681
7401,casanatensis,,÷est,,w21684
7402,casanatensis,,sed,,w21687
7403,casanatensis,,hector,,w21691
7404,casanatensis,,fortior,,w21693
7405,casanatensis,,est,,w21696
7406,casanatensis,,diomede,,w21699
7407,casanatensis,,si,,w21702
7408,casanatensis,,au¯autem,,w21705
7409,casanatensis,,plures,,w21708
7410,casanatensis,,þpersonæ,,w21711
7411,casanatensis,,ul¯uel,,w21714
7412,casanatensis,,res,,w21717
7413,casanatensis,,ponantur,,w21720
7414,casanatensis,,in,,w21723
7415,casanatensis,,positiuo,,w21726
7416,casanatensis,,gradu,,w21729
7417,casanatensis,,co2omparatiuo,,w21732
7418,casanatensis,,iungitur,,w21735
7419,casanatensis,,ablatiuus,,w21738
7420,casanatensis,,pluralis,,w21741
7421,casanatensis,,hoc,,w21744
7422,casanatensis,,modo,,w21747
7423,casanatensis,,troiani,,w21750
7424,casanatensis,,fortes,,w21753
7425,casanatensis,,sunt,,w21756
7426,casanatensis,,sed,,w21759
7427,casanatensis,,hector,,w21763
7428,casanatensis,,fortior,,w21765
7429,casanatensis,,÷est,,w21768
7430,casanatensis,,troianis,,w21771
7431,casanatensis,,alii,,w21774
7432,casanatensis,,doctores,,w21777
7433,casanatensis,,asserunt,,w21780
7434,casanatensis,,tunc,,w21783
7435,casanatensis,,iungi,,w21786
7436,casanatensis,,debere,,w21789
7437,casanatensis,,co2omparatiuus,,w21792
7438,casanatensis,,abl¯ablatiuo,,w21795
7439,casanatensis,,singulari,,w21798
7440,casanatensis,,cu2um,,w21801
7441,casanatensis,,alieno,,w21804
7442,casanatensis,,generi,,w21807
7443,casanatensis,,co2omparatur,,w21810
7444,casanatensis,,ut,,w21813
7445,casanatensis,,hector,,w21817
7446,casanatensis,,fortior,,w21819
7447,casanatensis,,diomede,,w21822
7448,casanatensis,,ł,,casanatensis:0.1.0.18.1.248
7449,casanatensis,,hector,,w21825
7450,casanatensis,,na2amq;que,,w21828
7451,casanatensis,,fuit,,w21831
7452,casanatensis,,troianus,,w21834
7453,casanatensis,,et,,w21837
7454,casanatensis,,diomedes,,w21840
7455,casanatensis,,ex,,w21843
7456,casanatensis,,alia,,w21846
7457,casanatensis,,gente,,w21849
7458,casanatensis,,et,,w21852
7459,casanatensis,,tunc,,w21855
7460,casanatensis,,abl¯ablatiuo,,w21858
7461,casanatensis,,plurali,,w21861
7462,casanatensis,,cu2um,,w21864
7463,casanatensis,,suo,,w21867
7464,casanatensis,,generi,,w21870
7465,casanatensis,,co2omparatur,,w21873
7466,casanatensis,,ut,,w21876
7467,casanatensis,,hector,,w21879
7468,casanatensis,,audacior,,w21883
7469,casanatensis,,"troianisThe first hand, writing in brown ink, wrote ""Troianus"". The second hand, writing in black ink, corrected it to ""Troianis"", by overwriting the penultimate grapheme ""i"" over the previous ""u"".",,w21885
7470,casanatensis,,greci,,w21888
7471,casanatensis,,asserunt,,w21891
7472,casanatensis,,n¯non,,w21894
7473,casanatensis,,ratione,,w21897
7474,casanatensis,,qualibet,,w21900
7475,casanatensis,,sed,,w21903
7476,casanatensis,,honoris,,w21906
7477,casanatensis,,causa,,w21909
7478,casanatensis,,suæ,,w21912
7479,casanatensis,,gentis,,w21915
7480,casanatensis,,n¯non,,w21918
7481,casanatensis,,posse,,w21921
7482,casanatensis,,fieri,,w21924
7483,casanatensis,,co2omparatio,,w21927
7484,casanatensis,,ad,,w21930
7485,casanatensis,,plures,,w21933
7486,casanatensis,,sui,,w21936
7487,casanatensis,,generis,,w21939
7488,casanatensis,,alii,,w21942
7489,casanatensis,,dicunt,,w21945
7490,casanatensis,,ideo,,w21948
7491,casanatensis,,n¯non,,w21951
7492,casanatensis,,posse,,w21954
7493,casanatensis,,fieri,,w21957
7494,casanatensis,,comparatio,,w21960
7495,casanatensis,,ad,,w21963
7496,casanatensis,,plures,,w21966
7497,casanatensis,,sui,,w21969
7498,casanatensis,,generis,,w21972
7499,casanatensis,,quod,,w21975
7500,casanatensis,,cu2um,,w21978
7501,casanatensis,,ad,,w21981
7502,casanatensis,,plures,,w21984
7503,casanatensis,,fiat,,w21987
7504,casanatensis,,comparatio,,w21990
7505,casanatensis,,suþperlatiuo,,w21993
7506,casanatensis,,potest,,w21996
7507,casanatensis,,uti,,w21999
7508,casanatensis,,ut,,w22002
7509,casanatensis,,fortissimus,,w22005
7510,casanatensis,,graioru2um,,w22008
7511,casanatensis,,achilles,,w22011
7512,casanatensis,,suþperlatiuus,,w22014
7513,casanatensis,,significat,,w22017
7514,casanatensis,,multu2um,,w22020
7515,casanatensis,,excellere,,w22023
7516,casanatensis,,alios,,w22026
7517,casanatensis,,co2omparatiuus,,w22029
7518,casanatensis,,etia2am,,w22032
7519,casanatensis,,paruu2um,,w22035
7520,casanatensis,,unde,,w22038
7521,casanatensis,,apud,,w22041
7522,casanatensis,,nos,,w22044
7523,casanatensis,,iure,,w22047
7524,casanatensis,,accipit,,w22050
7525,casanatensis,,deminutione2em,,w22053
7526,casanatensis,,ut,,w22056
7527,casanatensis,,magnus,,w22059
7528,casanatensis,,maior,,w22062
7529,casanatensis,,maiusculus,,w22065
7530,casanatensis,,paruus,,w22068
7531,casanatensis,,minor,,w22071
7532,casanatensis,,minusculus,,w22074
7533,casanatensis,,id,,w22077
7534,casanatensis,,est,,w22080
7535,casanatensis,,paruo,,w22083
7536,casanatensis,,minor,,w22086
7537,casanatensis,,similiter,,w22089
7538,casanatensis,,et,,w22092
7539,casanatensis,,tardiusculus,,w22095
7540,casanatensis,,dicunt,,w22098
7541,casanatensis,,ut,,w22101
7542,casanatensis,,co2omparatiuus,,w22104
7543,casanatensis,,gradus,,w22107
7544,casanatensis,,ad,,w22110
7545,casanatensis,,tres,,w22113
7546,casanatensis,,et,,w22116
7547,casanatensis,,quattuor,,w22119
7548,casanatensis,,ul¯uel,,w22122
7549,casanatensis,,plures,,w22125
7550,casanatensis,,iungatur,,w22128
